1`[1,~1,~1,~0.98556,~0.80868,~0.6689,~0.4561,~1,~0.77778,~1,~1,~1,1,0.49254,0.5,~1]++
1`[~1,2.2204e~16,1,1,0.93224,~0.73602,~0.6531,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99734,~0.98406,~0.98956,~0.97002,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.80216,~0.27015,~0.87323,~0.86081,~1,~0.11111,0,~1,~1,~1,~0.99104,~0.9965,~1]++
1`[1,~1,1,~0.94105,~0.56377,~0.64653,~0.75375,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99768,~0.9907,~0.84787,~0.88437,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.90617,~0.5868,~0.87919,~0.85011,~1,~0.55556,~0.5,~1,~1,~1,~0.99552,~0.9975,~1]++
1`[~1,2.2204e~16,1,~0.78956,0.056244,~0.72409,~0.6424,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98308,~0.985,~1]++
1`[~1,~1,1,~0.98205,~0.93888,~0.88665,~0.84582,~1,~0.33333,~0.25,~1,~1,~1,~0.99005,~0.996,~1]++
1`[~1,~1,1,~0.98643,~0.9163,~0.88963,~0.90578,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99425,~0.77369,~0.89411,~0.69379,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[1,~1,1,~0.97193,~0.69088,~0.81655,~0.7045,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.92859,~0.44464,~0.59881,~0.42612,0,0.11111,~0.5,~0.42857,~0.33333,~1,~0.88308,~0.9,1]++
1`[1,~1,1,~0.99071,~0.83968,~0.87919,~0.82013,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98915,~0.84677,~0.89262,~0.88865,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99564,~0.9721,~0.91051,~0.94433,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.9982,~0.97298,~0.87174,~0.67024,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99631,~0.92914,~0.71216,~0.606,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98632,~0.85872,~0.92245,~0.9015,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[1,2.2204e~16,~1,~0.98703,~0.65013,~0.67636,~0.29336,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,1]++
1`[1,~1,1,~0.98811,~0.89593,~0.80761,~0.80728,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.97595,~0.77768,~0.78673,~0.78158,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.98246,~0.86227,~0.91946,~0.82869,~1,0.33333,~0.75,~0.14286,0.33333,~1,~0.64925,~0.75,~1]++
1`[1,~1,1,~0.9576,~0.64659,~0.72558,~0.66381,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.84393,~0.74048,~0.90604,~0.88223,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.97861,~0.98,~1]++
1`[~1,~1,1,~0.9832,~0.83702,~0.89709,~0.85439,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,0.056655,0.34544,~0.7211,~0.65953,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[1,~1,1,~0.9901,~0.84898,~0.87472,~0.8137,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.96193,~0.77015,~0.72409,~0.73662,~1,~1,~1,~1,~1,~1,~1,~1,1]++
1`[~1,~1,1,~0.97441,~0.87954,~0.90157,~0.85225,~1,0.33333,~0.25,~0.14286,~1,~1,~0.96617,~0.985,~1]++
1`[~1,~1,1,~0.96333,~0.77148,~0.79418,~0.65953,~1,0.33333,0,~0.42857,~1,~1,~0.96318,~0.985,~1]++
1`[~1,~1,~1,~0.99737,~0.99247,~0.82401,~0.90578,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.99379,~0.93534,~0.93289,~0.91649,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[1,~1,1,~0.97998,~0.81488,~0.88814,~0.803,~1,~0.55556,~1,~0.42857,~1,~1,~0.9801,~0.99,~1]++
1`[~1,~1,1,~0.97879,~0.67626,~0.89113,~0.85225,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.9576,~0.68512,~0.73005,~0.66809,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.95423,~0.955,~1]++
1`[~1,~1,~1,~0.99721,~0.98184,~0.74497,~0.7773,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.97811,~0.64438,~0.86726,~0.82227,~1,~0.77778,~1,~1,~0.33333,~1,~0.95025,~0.95,~1]++
1`[~1,2.2204e~16,1,~0.89796,~0.48096,~0.90306,~0.87794,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[1,~1,1,~0.98729,~0.8574,~0.76585,~0.75803,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[~1,2.2204e~16,~1,~0.98465,~0.97919,~0.72558,~0.74732,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99512,~0.9876,~0.90604,~0.9636,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[1,2.2204e~16,1,~0.98914,~0.80027,~0.92543,~0.79872,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,~1,~0.98494,~0.75465,~0.88814,~0.81799,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99281,~0.94641,~0.82401,~0.8758,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[~1,~1,1,~0.97616,~0.85828,~0.87174,~0.79229,~1,0.11111,~0.5,~0.14286,~1,~1,~0.95522,~0.98,~1]++
1`[~1,~1,~1,~0.97045,~0.84898,~0.81805,~0.61242,~1,~0.77778,~1,~0.71429,~1,~1,~0.99502,~0.995,~1]++
1`[~1,~1,1,~0.92093,~0.88353,~0.95227,~0.93576,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98657,~0.99,~1]++
1`[1,~1,1,~0.98198,~0.73738,~0.74348,~0.6788,~1,~0.77778,~1,~0.71429,~1,~1,~0.99502,~0.995,~1]++
1`[~1,~1,~1,~0.99639,~0.99159,~0.99702,~0.97002,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.72086,~0.74624,~0.67487,~0.59529,0,~0.11111,~0.5,~0.42857,~1,~1,~0.94826,~0.965,~1]++
1`[~1,~1,1,~0.97822,~0.92073,~0.94631,~0.96574,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98109,~0.985,~1]++
1`[1,~1,1,~0.97074,~0.90345,~0.93885,~0.89722,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.9607,~0.965,~1]++
1`[~1,2.2204e~16,1,~0.46739,~0.37378,~0.8777,~0.80728,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98222,~0.84677,~0.88367,~0.84797,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98151,~0.91364,~0.83296,~0.89079,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98925,~0.89991,~0.92394,~0.91221,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.9839,~0.78698,~0.79717,~0.73448,0,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[~1,~1,~1,~0.99576,~0.84854,~0.92245,~0.79657,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.96937,~0.68468,~0.83743,~0.86296,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[1,2.2204e~16,1,~0.93299,~0.53897,~0.54064,~0.53319,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98607,~0.99,~1]++
1`[~1,~1,~1,~0.99384,~0.86802,~0.87472,~0.71949,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97366,~0.79717,~0.87472,~0.78373,~1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[~1,2.2204e~16,~1,~0.99822,~0.95261,~0.97017,~0.94218,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.97834,~0.96413,~0.84489,~0.73019,~1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[1,~1,~1,~0.99552,~0.96457,~0.99702,~0.97645,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.86097,~0.8574,~0.84638,~0.78801,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.083709,~0.04473,~0.8613,~0.82013,~1,~0.33333,~0.5,~0.71429,~1,~1,~0.97413,~0.98,~1]++
1`[~1,~1,~1,~0.98089,~0.93047,~0.94183,~0.85653,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.98877,~0.9814,~0.82252,~0.77302,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.18154,~0.12312,~0.89709,~0.85225,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.97413,~0.975,~1]++
1`[~1,~1,1,~0.979,~0.73428,~0.85831,~0.7409,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[~1,~1,~1,~0.98927,~0.88973,~0.78225,~0.84154,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97586,~0.78654,~0.87174,~0.81799,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99985,~0.99956,~0.95675,~0.99143,~1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[~1,~1,1,~0.98611,~0.79584,~0.93289,~0.84582,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.96616,~0.76705,~0.76585,~0.59743,~1,0.55556,~0.25,~0.14286,~0.33333,~1,~0.87512,~0.9,~1]++
1`[1,2.2204e~16,~1,~0.99229,~0.76572,~0.85981,~0.68522,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98511,~0.80027,~0.84937,~0.81156,~1,~0.77778,~0.75,~1,~1,~1,~0.99701,~0.997,~1]++
1`[1,~1,1,~0.98415,~0.83437,~0.89411,~0.81585,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.37272,~0.078831,~0.91499,~0.73662,0,~0.55556,~0.75,~0.71429,~1,~1,~0.99154,~0.995,~1]++
1`[~1,2.2204e~16,~1,~0.98235,~0.93136,~0.89858,~0.83084,~1,~0.77778,~1,~0.71429,~1,~1,~0.99005,~0.99,~1]++
1`[~1,~1,1,~0.65815,~0.41585,~0.82699,~0.77302,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99573,~0.9752,~0.84787,~0.75803,~1,~0.77778,~1,~0.71429,~1,~1,~0.97512,~0.975,~1]++
1`[~1,2.2204e~16,~1,~0.95349,~0.9163,~0.7733,~0.73233,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99615,~0.98539,~0.76286,~0.82013,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.80378,0.29761,~0.78225,~0.6531,~1,~0.77778,~1,~0.71429,~1,~1,~0.99005,~0.99,1]++
1`[~1,2.2204e~16,~1,~0.9928,~0.84632,~0.85533,~0.76874,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99917,~0.99469,~0.94183,~0.93362,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,~1,~0.99669,~0.94774,~0.94183,~0.87152,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97903,~0.81754,~0.52871,~0.62527,~1,~0.77778,~0.75,~1,~1,~1,~0.999,~0.999,~1]++
1`[~1,~1,~1,~0.9977,~0.99291,~0.84937,~0.91221,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.96515,~0.71391,~0.74944,~0.70878,0,~0.55556,~0.5,~1,~1,~1,~0.99552,~0.997,1]++
1`[~1,~1,1,~0.37512,0.27325,~0.78971,~0.73448,~1,~0.55556,~0.5,~1,~1,~1,~0.99552,~0.9965,~1]++
1`[1,~1,1,~0.9206,~0.66342,~0.91946,~0.86938,~1,~0.33333,~0.75,~0.42857,~1,~1,~0.96269,~0.975,~1]++
1`[1,2.2204e~16,1,~0.98642,~0.88308,~0.90455,~0.89079,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.9692,~0.77901,~0.83296,~0.81799,~1,~1,~1,~1,~1,~1,~1,~1,1]++
1`[~1,2.2204e~16,~1,~0.99122,~0.98539,~0.83743,~0.85867,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,~1,~0.98375,~0.82285,~0.70022,~0.78158,0,~0.77778,~1,~0.71429,~1,~1,~0.97015,~0.97,~1]++
1`[1,1,1,~0.95582,~0.76262,~0.81655,~0.84368,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98135,~0.77591,~0.85384,~0.77088,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.96571,~0.73915,~0.76137,~0.63383,~1,~0.77778,~1,~0.71429,~1,~1,~0.99005,~0.99,~1]++
1`[~1,~1,~1,~0.99459,~0.90035,~0.89113,~0.79015,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97016,~0.71435,~0.47054,~0.50107,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99975,~0.99956,~0.96271,~0.99143,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.9913,~0.96147,~0.78673,~0.59315,~1,~0.77778,~0.75,~1,~1,~1,~0.99851,~0.9985,~1]++
1`[~1,~1,1,~0.99144,~0.8698,~0.95526,~0.85653,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.99468,~0.94287,~0.91648,~0.91435,~1,~0.77778,~1,~0.71429,~1,~1,~0.99502,~0.995,~1]++
1`[1,~1,1,~0.90213,~0.49601,~0.87472,~0.8137,~1,~0.33333,~0.75,~0.71429,~0.33333,~1,~0.88756,~0.9,1]++
1`[~1,2.2204e~16,1,~0.99263,~0.87821,~0.92841,~0.91435,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.94114,~0.46811,~0.13497,~0.0085653,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.95434,~0.5434,~0.69724,~0.72805,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98806,~0.99,1]++
1`[1,~1,1,~0.95328,~0.64792,~0.69277,~0.79229,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98209,~0.985,~1]++
1`[1,~1,1,~0.9892,~0.87688,~0.94482,~0.89936,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97973,~0.77502,~0.83743,~0.77516,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.98966,~0.84012,~0.84489,~0.69807,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.95354,~0.72542,~0.71365,~0.58887,~1,1,0,0.14286,~0.33333,~1,~0.79801,~0.9,1]++
1`[~1,~1,1,~0.89151,~0.89903,~0.90455,~0.87366,~1,~0.55556,~0.5,~1,~1,~1,~0.99701,~0.998,~1]++
1`[~1,~1,~1,~0.9971,~0.97741,~0.95824,~0.95931,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.97712,~0.69309,~0.67636,~0.62313,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.97564,~0.845,~0.88665,~0.8137,~1,~0.55556,~0.5,~1,~1,~1,~0.99502,~0.9975,~1]++
1`[~1,~1,1,~0.95629,~0.8264,~0.88665,~0.79872,~1,0.11111,~0.5,~0.14286,~1,~1,~0.94776,~0.975,~1]++
1`[~1,~1,1,~0.94531,~0.6612,~0.72558,~0.59315,~1,0.11111,~0.25,~0.42857,~1,~1,~0.97711,~0.99,1]++
1`[~1,~1,~1,~0.9974,~0.96368,~0.94482,~0.94218,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.69714,~0.25465,~0.85981,~0.79015,~1,~0.33333,~0.5,~0.71429,~1,~1,~0.97413,~0.98,~1]++
1`[~1,~1,~1,~0.98505,~0.96546,~0.93289,~0.90364,~1,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,~1]++
1`[1,~1,~1,~0.89466,~0.6705,~0.91797,~0.89507,~1,~0.77778,~1,~1,~0.33333,~1,~0.801,~0.8,~1]++
1`[~1,~1,1,~0.99192,~0.88751,~0.88516,~0.79872,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.98148,~0.87467,~0.89709,~0.86938,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.031828,0.45571,~0.72856,~0.606,~1,~0.33333,~0.5,~0.71429,~1,~1,~0.96915,~0.975,~1]++
1`[~1,~1,1,~0.96513,~0.79318,~0.83594,~0.74946,~1,~0.11111,~0.75,~0.14286,~1,~1,~0.96816,~0.985,~1]++
1`[~1,2.2204e~16,1,~0.98964,~0.84234,~0.86726,~0.79872,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.97271,~0.86227,~0.84489,~0.78801,~1,~0.77778,~0.75,~1,~1,~1,~0.99751,~0.9975,~1]++
1`[~1,~1,1,~0.96358,~0.8698,~0.90157,~0.85439,~1,~0.11111,~0.5,~0.42857,~1,~1,~0.95622,~0.965,~1]++
1`[~1,2.2204e~16,1,~0.99686,~0.90168,~0.97315,~0.93148,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.46161,~0.43446,~0.87323,~0.82441,~1,~0.33333,~1,~0.14286,~1,~1,~0.9602,~0.98,~1]++
1`[~1,~1,~1,~0.99827,~0.99247,~0.85682,~0.90578,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.51589,~0.71922,~0.91201,~0.91863,~1,~0.55556,~0.75,~0.71429,~1,~1,~0.98856,~0.99,~1]++
1`[1,2.2204e~16,1,~0.98491,~0.87334,~0.67636,~0.7152,0,~1,~1,~1,~1,~1,~1,~1,1]++
1`[~1,~1,~1,~0.99377,~0.87998,~0.89858,~0.76874,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.95612,~0.66696,~0.70917,~0.68308,~1,~0.77778,~1,~0.71429,~1,~1,~0.98507,~0.985,~1]++
1`[~1,2.2204e~16,1,~0.98292,~0.78255,~0.87621,~0.77088,~1,~0.77778,~0.75,~1,~1,~1,~0.99552,~0.9955,~1]++
1`[~1,~1,~1,~0.99935,~0.99911,~0.91648,~0.98715,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.97083,~0.76749,~0.79567,~0.74732,~1,~0.77778,~1,~0.71429,~1,~1,~0.9602,~0.96,~1]++
1`[1,~1,~1,~0.98091,~0.77635,~0.47054,~0.44111,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,~1,~0.97153,~0.71346,~0.20805,~0.28266,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98323,~0.87555,~0.79866,~0.76445,~1,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,~1]++
1`[~1,2.2204e~16,1,~0.97216,~0.63685,~0.59284,~0.47109,0,~0.77778,~1,~0.71429,~1,~1,~0.9602,~0.96,~1]++
1`[~1,~1,~1,~0.99662,~0.98539,~0.97315,~0.95075,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98422,~0.80779,~0.90157,~0.78587,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.96489,~0.83171,~0.81805,~0.78373,~1,0.11111,~0.75,0.14286,~1,~1,~0.94627,~0.975,1]++
1`[~1,~1,~1,~0.96934,~0.97166,~0.75391,~0.71092,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[~1,~1,1,~0.86732,~0.80735,~0.94183,~0.91221,~1,~0.77778,~0.75,~1,~1,~1,~0.99701,~0.997,~1]++
1`[~1,~1,~1,~0.99278,~0.9659,~0.97763,~0.9743,~1,~0.77778,~1,~0.71429,~1,~1,~0.99005,~0.99,~1]++
1`[1,~1,~1,~0.99568,~0.9411,~0.93139,~0.88009,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99925,~0.99336,~0.9657,~0.93362,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.87408,~0.32152,~0.83743,~0.74518,~1,~0.55556,~1,~0.71429,~0.33333,~1,~0.64179,~0.65,~1]++
1`[~1,~1,~1,~0.98574,~0.98804,~0.76734,~0.88437,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99392,~0.99203,~0.90753,~0.9015,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98447,~0.93136,~0.91797,~0.87794,~1,~0.11111,~0.25,~0.71429,~1,~1,~0.98706,~0.995,1]++
1`[1,~1,1,~0.98739,~0.70505,~0.94183,~0.8758,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.94487,~0.4814,~0.93587,~0.88009,~1,~0.77778,~1,~0.71429,~1,~1,~0.96517,~0.965,~1]++
1`[~1,~1,1,~0.98918,~0.91231,~0.91499,~0.9015,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.96506,~0.78344,~0.76286,~0.79015,~1,~0.77778,~0.75,~1,~1,~1,~0.99801,~0.998,~1]++
1`[~1,2.2204e~16,1,~0.98016,~0.79008,~0.85533,~0.80728,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.96233,~0.91497,~0.89709,~0.80086,~1,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,~1]++
1`[1,2.2204e~16,1,~0.89677,~0.43268,~0.32438,~0.45396,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.97572,~0.62002,~0.84191,~0.76874,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.96741,~0.84322,~0.92841,~0.80942,~1,~0.33333,~0.75,~0.42857,~1,~1,~0.96716,~0.985,~1]++
1`[1,~1,~1,~0.99054,~0.94508,~0.94034,~0.86938,~1,~0.77778,~1,~1,~0.33333,~1,~0.65174,~0.65,~1]++
1`[~1,~1,1,~0.96195,~0.74446,~0.79418,~0.78158,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98816,~0.90877,~0.93139,~0.90364,~1,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,~1]++
1`[1,2.2204e~16,1,~0.96089,~0.56599,~0.59135,~0.59315,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.99237,~0.90877,~0.94929,~0.89936,~1,~0.77778,~0.75,~1,~1,~1,~0.99751,~0.9975,~1]++
1`[1,~1,1,~0.93735,~0.65323,~0.21253,~0.47109,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98675,~0.87777,~0.90157,~0.87794,0,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,~1]++
1`[1,2.2204e~16,1,~0.9764,~0.60673,~0.84937,~0.76445,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99904,~0.99159,~0.91946,~0.89722,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.95061,~0.9132,~0.72856,~0.71949,~1,~0.77778,~0.75,~1,~1,~1,~0.99751,~0.9975,~1]++
1`[1,~1,~1,~0.99348,~0.90788,~0.88367,~0.79015,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99612,~0.94996,~0.93885,~0.89936,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.99864,~0.98627,~0.97315,~0.85867,~1,~0.77778,~1,~0.71429,~1,~1,~0.9801,~0.98,1]++
1`[~1,2.2204e~16,1,~0.99336,~0.92338,~0.92841,~0.86081,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.98263,~0.69486,~0.8091,~0.66595,~1,~0.55556,~0.5,~1,~1,~1,~0.99801,~0.9985,~1]++
1`[~1,~1,1,~0.96199,~0.80868,~0.85533,~0.77516,~1,~0.55556,~0.5,~1,~1,~1,~0.99254,~0.996,~1]++
1`[~1,~1,~1,~0.87875,~0.81577,~0.90604,~0.86081,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,1,~0.9762,~0.76838,~0.84937,~0.7409,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99159,~0.74004,~0.84191,~0.64668,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99599,~0.87378,~0.94333,~0.76231,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98331,~0.82772,~0.89411,~0.81799,~1,~0.77778,~1,~0.71429,~1,~1,~0.99502,~0.995,~1]++
1`[~1,~1,~1,~0.99785,~0.98849,~0.85384,~0.85867,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.9947,~0.96324,~0.85682,~0.89936,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,~1,1,~0.96423,~0.29805,~0.81954,~0.68308,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.96866,~0.59787,~0.82699,~0.81585,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[1,2.2204e~16,1,~0.98312,~0.8326,~0.87323,~0.82869,0,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,2.2204e~16,~1,~0.98668,~0.68202,~0.72409,~0.50321,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,~1,~0.99554,~0.86758,~0.92095,~0.82227,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
1`[~1,~1,1,~0.98765,~0.85828,~0.85384,~0.79015,~1,~1,~1,~1,~1,~1,~1,~1,~1]++
